"","Date","Close.Last","Volume","Open","High","Low"
"846",2019-11-21,4.9922,4415548,5.1117,5.2375,4.9482
"847",2019-11-20,5.1117,4162610,5.3381,5.3381,5.0991
"848",2019-11-19,5.3255,5936068,5.4387,5.6901,5.2815
"849",2019-11-18,5.3255,7458444,5.5078,5.5267,5.1683
"850",2019-11-15,5.5078,3231823,5.6461,5.6524,5.4732
"851",2019-11-14,5.5833,3249350,5.5141,5.665,5.4512
"852",2019-11-13,5.533,6800700,5.8159,5.8348,5.3667
"853",2019-11-12,5.8348,2388277,5.9982,6.0485,5.8348
"854",2019-11-11,5.9982,1642884,6.0045,6.08,5.8284
"855",2019-11-08,6.0485,2389491,5.8913,6.1177,5.8128
"856",2019-11-07,5.8096,5606558,6.2497,6.5075,5.7342
"857",2019-11-06,6.0925,1781966,6.1554,6.1994,6.0108
"858",2019-11-05,6.1491,2294929,6.1554,6.3409,6.1366
"859",2019-11-04,6.1303,2052770,6.124,6.1617,5.9642
"860",2019-11-01,6.0485,2177702,5.9416,6.1837,5.8662
"861",2019-10-31,5.8913,1899839,5.9668,5.9982,5.7845
"862",2019-10-30,5.9102,2827215,6.1491,6.1554,5.7907
"863",2019-10-29,6.168,1227739,6.2246,6.2623,6.124
"864",2019-10-28,6.2309,1195628,6.1491,6.3252,6.1303
"865",2019-10-25,6.1114,1571287,6.0234,6.168,5.8976
"866",2019-10-24,6.036,2547463,6.2246,6.2434,5.8662
"867",2019-10-23,6.2057,2830662,6.1743,6.3755,6.1144
"868",2019-10-22,6.1366,2212375,5.7907,6.2309,5.7782
"869",2019-10-21,5.797,1805071,5.9291,5.9982,5.7719
"870",2019-10-18,5.8851,1764024,5.8599,5.9416,5.7845
"871",2019-10-17,5.8725,1679781,5.8913,5.9102,5.753
"872",2019-10-16,5.8725,2324457,5.797,6.0045,5.797
"873",2019-10-15,5.7656,4101028,5.6901,5.9652,5.6398
"874",2019-10-14,5.6273,2677734,5.7719,5.8159,5.5204
"875",2019-10-11,5.797,2175479,5.8348,5.9731,5.7777
"876",2019-10-10,5.7593,2113604,5.8851,5.9228,5.7342
"877",2019-10-09,5.9039,4620182,6.2057,6.2057,5.6901
"878",2019-10-08,6.1806,2391862,6.0988,6.234,5.9291
"879",2019-10-07,6.1491,1493268,6.1114,6.2592,6.0737
"880",2019-10-04,6.1743,2522242,6.256,6.3126,6.0674
"881",2019-10-03,6.2434,2782335,6.3755,6.4006,6.168
"882",2019-10-02,6.4258,2200298,6.627,6.6333,6.2246
"883",2019-10-01,6.6773,1288447,6.759,6.8848,6.6647
"884",2019-09-30,6.7276,1297661,6.803,6.8973,6.6961
"885",2019-09-27,6.7779,956025,6.8345,6.9476,6.7119
"886",2019-09-26,6.803,1938431,6.7967,6.8848,6.5987
"887",2019-09-25,6.7967,1883282,6.7339,7.0011,6.6521
"888",2019-09-24,6.7339,1564404,6.7905,6.8596,6.6773
"889",2019-09-23,6.7402,2257196,6.7905,6.8659,6.5641
"890",2019-09-20,6.8219,2312967,6.7653,7.0105,6.6773
"891",2019-09-19,6.7716,2772347,7.0231,7.0608,6.7527
"892",2019-09-18,7.0231,1940112,7.218,7.257,6.9665
"893",2019-09-17,7.2243,2103539,7.4758,7.4821,7.1174
"894",2019-09-16,7.4884,1572195,7.4506,7.6267,7.4318
"895",2019-09-13,7.5198,1654459,7.4192,7.5324,7.3375
"896",2019-09-12,7.3563,1697535,7.3815,7.4632,7.2432
"897",2019-09-11,7.3815,1436314,7.3312,7.4632,7.2117
"898",2019-09-10,7.3249,1936383,7.3249,7.4123,7.2117
"899",2019-09-09,7.3438,1895802,7.2746,7.3941,7.1426
"900",2019-09-06,7.2432,1692728,7.4318,7.5261,7.2306
"901",2019-09-05,7.5575,2390642,7.4884,7.5827,7.4192
"902",2019-09-04,7.3626,1983672,7.2494,7.4192,7.1866
"903",2019-09-03,7.1677,2483117,7.0357,7.2118,6.8973
"904",2019-08-30,6.9854,1833130,7.1237,7.1614,6.9162
"905",2019-08-29,7.1048,1437714,7.1426,7.2306,7.0671
"906",2019-08-28,7.0734,1529186,6.7967,7.1111,6.671
"907",2019-08-27,6.8282,2628506,7.1488,7.1488,6.7527
"908",2019-08-26,7.1111,1420856,6.9917,7.1551,6.9332
"909",2019-08-23,6.9225,3099352,7.1803,7.2117,6.8345
"910",2019-08-22,7.2369,2147743,7.1929,7.2935,7.0608
"911",2019-08-21,7.174,1658778,7.1677,7.2746,7.0608
"912",2019-08-20,7.13,1253555,7.1551,7.2526,7.0797
"913",2019-08-19,7.1614,1562287,7.1677,7.3175,7.0671
"914",2019-08-16,7.0105,1882303,6.8848,7.1048,6.8533
"915",2019-08-15,6.8156,2097969,6.7276,6.8282,6.5767
"916",2019-08-14,6.759,3809621,7.218,7.2306,6.7527
"917",2019-08-13,7.3375,3046349,7.3689,7.7084,7.262
"918",2019-08-12,7.3941,2489437,7.6204,7.7964,7.2935
"919",2019-08-09,7.6581,3556933,7.5261,7.7713,7.4192
"920",2019-08-08,7.5512,8409042,7.6393,7.853,7.1991
"921",2019-08-07,7.1363,3239720,6.9791,7.1991,6.8659
"922",2019-08-06,7.1174,1790511,7.0168,7.174,6.9162
"923",2019-08-05,6.9791,2861233,7.1866,7.2179,6.847
"924",2019-08-02,7.306,2870064,7.042,7.3186,6.9665
"925",2019-08-01,7.0797,4601895,7.3563,7.4318,6.9414
"926",2019-07-31,7.4381,2818680,7.3878,7.5292,7.2589
"927",2019-07-30,7.3815,2778123,7.13,7.3815,6.9979
"928",2019-07-29,7.1991,2746704,7.1048,7.1991,6.8722
"929",2019-07-26,7.0734,2339898,6.9162,7.1048,6.8848
"930",2019-07-25,6.8785,2211448,6.7967,6.9288,6.7087
"931",2019-07-24,6.7779,2661289,6.4949,6.847,6.4949
"932",2019-07-23,6.4761,2987154,6.4509,6.6207,6.4006
"933",2019-07-22,6.5452,5519681,6.6899,6.8533,6.3315
"934",2019-07-19,6.627,11042840,6.256,6.9414,6.2434
"935",2019-07-18,6.0485,2066858,6.0485,6.2246,5.9668
"936",2019-07-17,6.168,1753319,6.1491,6.2497,6.0611
"937",2019-07-16,6.1491,2189561,5.9039,6.1743,5.8599
"938",2019-07-15,5.9668,2266464,5.9039,5.9919,5.6964
"939",2019-07-12,5.9479,1841591,6.0045,6.0422,5.8536
"940",2019-07-11,5.9416,2505450,5.797,6.0045,5.7404
"941",2019-07-10,5.797,2153630,5.6713,5.8599,5.6273
"942",2019-07-09,5.6021,3588357,5.5518,5.7687,5.489
"943",2019-07-08,5.5707,4470694,5.8725,5.8913,5.533
"944",2019-07-05,5.9102,3135994,5.6776,5.9794,5.6744
"945",2019-07-03,5.7216,1957917,5.8033,5.8536,5.6587
"946",2019-07-02,5.7907,2061652,5.8033,5.8473,5.6839
"947",2019-07-01,5.8285,2926329,6.1931,6.2246,5.753
"948",2019-06-28,5.8662,2543829,5.9479,5.9856,5.8378
"949",2019-06-27,5.9668,2029499,5.9416,5.9982,5.8788
"950",2019-06-26,5.9416,2925346,5.9919,6.0988,5.8536
"951",2019-06-25,5.9605,3662950,6.2937,6.3063,5.9228
"952",2019-06-24,6.2937,2908984,6.6899,6.7028,6.2686
"953",2019-06-21,6.6647,3039946,6.8408,6.8408,6.4824
"954",2019-06-20,6.8722,2733160,7.2809,7.2872,6.8408
"955",2019-06-19,7.2494,1528690,7.2306,7.3438,7.13
"956",2019-06-18,7.174,1867113,7.086,7.1803,7.0357
"957",2019-06-17,7.0294,1238689,6.9036,7.1048,6.8408
"958",2019-06-14,6.8911,1510199,6.8722,6.9266,6.8093
"959",2019-06-13,6.8848,3184450,6.759,6.8973,6.6836
"960",2019-06-12,6.7213,1665095,6.9476,7.0105,6.6961
"961",2019-06-11,6.9414,1514366,6.9162,7.0294,6.8942
"962",2019-06-10,6.8785,2266040,6.7967,6.9225,6.7842
"963",2019-06-07,6.759,2437485,6.9162,7.0503,6.7402
"964",2019-06-06,6.9728,4026234,7.0294,7.042,6.7276
"965",2019-06-05,7.0294,3452695,7.4506,7.464,6.9979
"966",2019-06-04,7.4066,2012526,7.5512,7.5952,7.3846
"967",2019-06-03,7.4821,1632358,7.5072,7.5638,7.3941
"968",2019-05-31,7.5324,1439589,7.4695,7.633,7.3626
"969",2019-05-30,7.5512,1622199,7.5827,7.7902,7.4884
"970",2019-05-29,7.5827,1886607,7.8342,7.8719,7.5512
"971",2019-05-28,7.8593,1395521,7.9788,8.0542,7.8279
"972",2019-05-24,7.9788,1118044,8.1737,8.2114,7.9536
"973",2019-05-23,8.1423,2114684,8.1611,8.1737,7.9694
"974",2019-05-22,8.1988,983201,8.2994,8.3812,8.1926
"975",2019-05-21,8.3057,1752499,8.2303,8.3812,8.1926
"976",2019-05-20,8.1737,2032129,8.2932,8.312,8.1108
"977",2019-05-17,8.2554,1992406,8.3749,8.5195,8.2429
"978",2019-05-16,8.4252,1793224,8.5321,8.595,8.3812
"979",2019-05-15,8.5384,1630427,8.3938,8.6264,8.3715
"980",2019-05-14,8.4881,1569442,8.4189,8.5824,8.4016
"981",2019-05-13,8.356,2335570,8.5069,8.6453,8.2083
"982",2019-05-10,8.6893,2255217,8.5384,8.7584,8.3529
"983",2019-05-09,8.5698,5898098,8.6704,8.7396,8.1863
"984",2019-05-08,9.2111,1749310,9.3746,9.4092,9.1608
"985",2019-05-07,9.4123,1546065,9.3557,9.5695,9.318
"986",2019-05-06,9.3495,1551869,9.0477,9.4312,8.9911
"987",2019-05-03,9.1734,1773354,9.3495,9.406,9.1042
"988",2019-05-02,9.2426,1042916,9.2363,9.3054,9.0099
"989",2019-05-01,9.2489,1883721,9.5255,9.6198,9.2426
"990",2019-04-30,9.5318,1663659,9.689,9.7015,9.3557
"991",2019-04-29,9.7456,2582931,9.9719,10.0348,9.6072
"992",2019-04-26,9.6827,1177384,9.6764,9.8399,9.6324
"993",2019-04-25,9.6198,1278760,9.7078,9.7707,9.4689
"994",2019-04-24,9.7078,1278065,9.6009,9.7833,9.4815
"995",2019-04-23,9.5884,1834367,9.6072,9.6324,9.3496
"996",2019-04-22,9.5947,2322660,10.0285,10.0285,9.5506
"997",2019-04-18,10.0914,1182703,10.4246,10.4246,10.0222
"998",2019-04-17,10.4309,2051786,10.4246,10.7295,10.28
"999",2019-04-16,10.4309,1679098,10.3743,10.5001,10.2234
"1000",2019-04-15,10.3743,1790350,10.3366,10.4183,10.0914
"1001",2019-04-12,10.3303,1468519,10.0599,10.348,10.0033
"1002",2019-04-11,10.1354,924927,10.148,10.2611,10.0662
"1003",2019-04-10,10.1542,927814,10.1605,10.2108,10.0411
"1004",2019-04-09,10.1542,1157853,10.1228,10.3051,10.0033
"1005",2019-04-08,10.2548,3619044,9.6512,10.5629,9.6324
"1006",2019-04-05,9.4186,986999,9.4375,9.5066,9.3117
"1007",2019-04-04,9.4375,1672695,9.2426,9.45,9.1986
"1008",2019-04-03,9.186,1167250,9.3369,9.3809,9.1347
"1009",2019-04-02,9.2929,1189627,9.4312,9.4312,9.1923
"1010",2019-04-01,9.4249,996748,9.3997,9.5192,9.3306
"1011",2019-03-29,9.3369,751136,9.3117,9.3997,9.2489
"1012",2019-03-28,9.2866,1250655,9.3054,9.3997,9.186
"1013",2019-03-27,9.3306,1274400,9.3872,9.4752,9.1671
"1014",2019-03-26,9.3935,1714167,9.7267,9.7833,9.2426
"1015",2019-03-25,9.6198,1351714,9.4563,9.8053,9.4375
"1016",2019-03-22,9.4689,1135873,9.6512,9.7393,9.4563
"1017",2019-03-21,9.6953,1561961,9.3997,9.8021,9.3997
"1018",2019-03-20,9.406,1275923,9.2489,9.5255,9.2363
"1019",2019-03-19,9.274,1101545,9.5003,9.5758,9.1923
"1020",2019-03-18,9.4312,3239166,9.098,9.45,9.0414
"1021",2019-03-15,9.1168,1761242,9.098,9.2646,9.0665
"1022",2019-03-14,9.1042,1091656,9.1105,9.186,8.8968
"1023",2019-03-13,9.0728,1283101,9.0225,9.274,8.9722
"1024",2019-03-12,9.0665,1016563,9.2551,9.2677,9.0351
"1025",2019-03-11,9.2111,1304130,9.2866,9.4563,9.1483
"1026",2019-03-08,9.2551,867329,9.1168,9.2677,9.0288
"1027",2019-03-07,9.3054,1148968,9.5129,9.5506,9.23
"1028",2019-03-06,9.5129,1570923,9.8273,9.9017,9.4752
"1029",2019-03-05,9.821,2112525,9.8399,9.9908,9.5884
"1030",2019-03-04,9.7456,3452483,10.1291,10.1542,9.4689
"1031",2019-03-01,10.0599,10024480,9.8462,10.3743,9.5569
"1032",2019-02-28,8.8213,2150656,8.7521,9.0414,8.727
"1033",2019-02-27,8.7207,1387683,8.5195,8.8339,8.4629
"1034",2019-02-26,8.5258,1942206,8.5761,8.6704,8.224
"1035",2019-02-25,8.5761,1358916,8.815,8.903,8.5761
"1036",2019-02-22,8.7207,1002034,8.7018,9.0036,8.6515
"1037",2019-02-21,8.6138,733002,8.5824,8.7333,8.5321
"1038",2019-02-20,8.595,1771641,8.3749,8.727,8.3313
"1039",2019-02-19,8.2994,2047728,8.6264,8.7144,8.2869
"1040",2019-02-15,8.6704,1017288,8.6327,8.8898,8.5824
"1041",2019-02-14,8.5824,1173549,8.4503,8.8024,8.4
"1042",2019-02-13,8.4944,1515272,8.3623,8.4944,8.2659
"1043",2019-02-12,8.3372,2302373,8.2994,8.4,8.0605
"1044",2019-02-11,8.2806,1696337,8.639,8.6704,8.158
"1045",2019-02-08,8.6264,634343,8.3497,8.639,8.3497
"1046",2019-02-07,8.3749,1494876,8.595,8.6453,8.312
"1047",2019-02-06,8.6704,1019487,8.7962,8.8622,8.6453
"1048",2019-02-05,8.8465,1184116,9.0225,9.1734,8.7333
"1049",2019-02-04,9.0225,858771,8.9093,9.0917,8.815
"1050",2019-02-01,8.9219,1268922,9.1294,9.1294,8.7773
"1051",2019-01-31,9.2111,905814,8.9156,9.2363,8.908
"1052",2019-01-30,8.8779,545961,9.0225,9.0225,8.7647
"1053",2019-01-29,8.9219,620682,8.8402,9.0036,8.8024
"1054",2019-01-28,8.8087,688968,8.7836,8.9093,8.727
"1055",2019-01-25,8.8087,772634,9.0477,9.1168,8.7521
"1056",2019-01-24,8.9596,593352,8.683,8.9722,8.6396
"1057",2019-01-23,8.6704,1480610,8.5447,9.0539,8.5316
"1058",2019-01-22,8.4944,1595190,8.8087,8.8213,8.4252
"1059",2019-01-18,9.0917,953778,8.903,9.1545,8.903
"1060",2019-01-17,8.8716,828322,8.859,9.0917,8.859
"1061",2019-01-16,8.8653,959573,8.9848,9.1765,8.8276
"1062",2019-01-15,8.9974,646623,8.9156,9.0854,8.7804
"1063",2019-01-14,8.8842,1414193,8.7899,8.9659,8.6772
"1064",2019-01-11,8.8213,578621,8.6515,8.8496,8.5572
"1065",2019-01-10,8.6327,976475,8.6767,8.7522,8.4566
"1066",2019-01-09,8.771,1443515,9.2677,9.274,8.7333
"1067",2019-01-08,9.1608,1122692,8.9345,9.2426,8.859
"1068",2019-01-07,8.8779,1118725,8.5195,8.9659,8.4063
"1069",2019-01-04,8.5132,1025014,8.312,8.6075,8.1863
"1070",2019-01-03,8.2114,1392380,8.0479,8.5132,7.9411
"1071",2019-01-02,8.1045,1374904,7.5512,8.224,7.4821
"1072",2018-12-31,7.721,1246791,7.8593,7.9976,7.4872
"1073",2018-12-28,7.809,1668064,7.7021,7.9536,7.5575
"1074",2018-12-27,7.6707,1777032,7.8153,7.861,7.3312
"1075",2018-12-26,7.9725,1574126,7.765,8.0228,7.5055
"1076",2018-12-24,7.7084,861376,7.721,7.8845,7.5827
"1077",2018-12-21,7.7587,1653291,8.2177,8.2994,7.7367
"1078",2018-12-20,8.1611,1494036,8.4126,8.6138,7.9599
"1079",2018-12-19,8.4063,1354011,8.7773,8.8465,8.3497
"1080",2018-12-18,8.7773,1203534,8.9219,9.0854,8.6201
"1081",2018-12-17,8.8465,1022368,9.098,9.2992,8.8024
"1082",2018-12-14,9.1231,777736,9.2489,9.4186,9.0854
"1083",2018-12-13,9.3432,1086654,9.6387,9.6827,9.186
"1084",2018-12-12,9.6009,1807885,9.5947,9.7078,9.4626
"1085",2018-12-11,9.5066,2025431,9.1105,9.5758,9.1105
"1086",2018-12-10,8.9911,1196455,8.9533,9.0854,8.6012
"1087",2018-12-07,8.9722,980015,9.0854,9.2394,8.8842
"1088",2018-12-06,9.1986,1708202,8.8653,9.2174,8.7584
"1089",2018-12-04,8.9659,1413619,8.8968,9.1608,8.8653
"1090",2018-12-03,8.9408,1995803,8.7081,9.1105,8.5509
"1091",2018-11-30,8.5824,1445132,8.815,8.8842,8.4661
"1092",2018-11-29,8.7773,1060577,8.6453,8.9596,8.6391
"1093",2018-11-28,8.7018,1406394,8.4566,8.7459,8.4252
"1094",2018-11-27,8.4566,1755381,8.8842,8.8968,8.4503
"1095",2018-11-26,8.903,1754471,8.8024,8.9533,8.6767
"1096",2018-11-23,8.727,859239,8.7081,8.8417,8.4378
"1097",2018-11-21,8.7647,1631884,8.4378,8.9597,8.4126
"1098",2018-11-20,8.356,3077306,8.312,8.6201,8.1988
"1099",2018-11-19,8.4818,2973542,8.8339,8.9911,8.2963
"1100",2018-11-16,8.8339,2505204,9.2111,9.274,8.7962
"1101",2018-11-15,9.2677,2166009,9.7456,9.7531,9.2677
"1102",2018-11-14,9.8587,1712543,9.7959,9.9971,9.777
"1103",2018-11-13,9.7707,2064670,9.4941,9.8336,9.4941
"1104",2018-11-12,9.5506,2400123,9.8776,9.9719,9.5444
"1105",2018-11-09,9.8462,6799918,10.9402,11.2168,9.4124
"1106",2018-11-08,11.3992,1606646,11.5878,11.8946,11.3237
"1107",2018-11-07,11.5563,3515947,11.6318,11.6318,11.2428
"1108",2018-11-06,11.5815,1846143,11.9902,12.0782,11.5658
"1109",2018-11-05,12.0593,1518613,11.9965,12.0939,11.9336
"1110",2018-11-02,11.9462,1429436,12.1662,12.4995,11.7198
"1111",2018-11-01,12.0971,1292136,12.1096,12.1411,11.8204
"1112",2018-10-31,12.1096,1240547,12.3234,12.3423,11.9965
"1113",2018-10-30,12.0971,1728567,11.745,12.0971,11.7387
"1114",2018-10-29,11.7701,1544524,11.3614,11.9273,11.3552
"1115",2018-10-26,11.2105,2581610,11.6129,11.6318,10.9528
"1116",2018-10-25,11.7638,2243089,11.3111,11.8267,11.2671
"1117",2018-10-24,11.2105,3652559,12.2354,12.2857,11.2105
"1118",2018-10-23,12.3863,1180556,12.2857,12.424,12.1285
"1119",2018-10-22,12.4492,1925800,12.5246,12.7384,12.4303
"1120",2018-10-19,12.4555,1527949,12.4303,12.8013,12.3549
"1121",2018-10-18,12.3486,1609103,12.3549,12.5435,12.2253
"1122",2018-10-17,12.4555,1676035,12.5749,12.7635,12.4052
"1123",2018-10-16,12.6692,2450838,12.204,12.6755,12.1788
"1124",2018-10-15,12.1159,1577282,11.8456,12.1474,11.7135
"1125",2018-10-12,11.8581,2051352,11.7198,11.921,11.6314
"1126",2018-10-11,11.5752,1515103,11.6632,11.8456,11.5689
"1127",2018-10-10,11.789,1748119,12.3549,12.5309,11.7607
"1128",2018-10-09,12.3297,998156,12.3423,12.4806,12.2857
"1129",2018-10-08,12.3234,1567200,12.2794,12.4869,12.0531
"1130",2018-10-05,12.3863,1566458,12.5749,12.6441,12.248
"1131",2018-10-04,12.5561,1377611,12.5498,12.7321,12.4083
"1132",2018-10-03,12.6315,1854768,12.4492,12.7447,12.3297
"1133",2018-10-02,12.424,2189998,12.4492,12.6692,12.2794
"1134",2018-10-01,12.4869,1937457,12.9144,12.9521,12.4177
"1135",2018-09-28,12.8893,1826976,12.8264,12.9522,12.7007
"1136",2018-09-27,12.8579,1573390,12.6378,12.9522,12.6064
"1137",2018-09-26,12.6692,1549040,12.4806,12.795,12.4177
"1138",2018-09-25,12.512,2288929,12.8264,12.8264,12.2291
"1139",2018-09-24,12.8264,2174955,12.512,13.015,12.3863
"1140",2018-09-21,13.4237,3217449,13.0779,13.4866,13.015
"1141",2018-09-20,13.0465,1396287,13.1722,13.1722,12.9176
"1142",2018-09-19,12.9836,2636788,12.7007,13.015,12.5435
"1143",2018-09-18,12.5749,1733624,12.512,12.9836,12.3863
"1144",2018-09-17,12.5435,2302798,12.4177,12.6064,12.0405
"1145",2018-09-14,12.4492,5181657,13.2037,13.3923,12.3863
"1146",2018-09-13,12.6378,736541,12.6064,12.6692,12.4492
"1147",2018-09-12,12.6064,1081013,12.3863,12.6692,12.3234
"1148",2018-09-11,12.4492,1451162,12.5749,12.6378,12.2291
"1149",2018-09-10,12.512,1501979,12.5435,12.6692,12.2605
"1150",2018-09-07,12.512,2437924,12.2605,12.7007,12.2291
"1151",2018-09-06,12.4177,2160495,12.2291,12.5749,12.1034
"1152",2018-09-05,12.1348,4048150,12.0719,12.8579,11.7387
"1153",2018-09-04,12.1034,1709250,11.9776,12.1662,11.8833
"1154",2018-08-31,11.9776,1256457,11.789,12.009,11.6318
"1155",2018-08-30,11.8204,793749,11.8519,11.9462,11.7261
"1156",2018-08-29,11.9147,903796,12.009,12.1034,11.9147
"1157",2018-08-28,12.0405,1199000,11.7575,12.0719,11.6318
"1158",2018-08-27,11.7575,1486326,12.0405,12.0895,11.7575
"1159",2018-08-24,12.0405,1301001,12.0405,12.1977,11.9462
"1160",2018-08-23,12.0719,1089163,11.9462,12.1034,11.6381
"1161",2018-08-22,11.9462,1620985,11.8519,12.292,11.7575
"1162",2018-08-21,11.8519,1510819,11.6947,12.1505,11.6947
"1163",2018-08-20,11.6632,1723146,11.6004,11.7575,11.3803
"1164",2018-08-17,11.5375,1956967,11.3489,11.8204,11.3017
"1165",2018-08-16,11.3803,3841545,10.8773,11.6004,10.8144
"1166",2018-08-15,11.1288,2298109,10.9716,11.2388,10.8773
"1167",2018-08-14,11.0031,1820944,11.0345,11.1917,10.8616
"1168",2018-08-13,10.9716,1301809,10.9087,11.1445,10.8459
"1169",2018-08-10,10.9716,1852511,10.5944,11.0031,10.4057
"1170",2018-08-09,10.6258,4497030,11.0345,11.5375,10.5001
"1171",2018-08-08,11.0031,2554116,10.783,11.0816,10.6887
"1172",2018-08-07,10.8144,2165583,10.9402,11.286,10.783
"1173",2018-08-06,10.8773,2086100,10.783,11.1288,10.6572
"1174",2018-08-03,10.783,3052897,10.4372,11.0031,10.4372
"1175",2018-08-02,10.4057,3211002,9.9656,10.5944,9.8399
"1176",2018-08-01,10.0914,4306521,10.5001,10.5598,9.7456
"1177",2018-07-31,10.2486,3673080,9.7141,10.5629,9.7141
"1178",2018-07-30,9.6512,1158319,9.777,9.8084,9.5884
"1179",2018-07-27,9.8713,1091587,9.9027,10.0285,9.6619
"1180",2018-07-26,9.8713,1278540,9.6198,10.0128,9.5884
"1181",2018-07-25,9.5884,1412153,9.777,9.8556,9.5569
"1182",2018-07-24,9.7456,1607219,9.7456,9.8713,9.6198
"1183",2018-07-23,9.777,2479502,9.9656,10.0599,9.5884
"1184",2018-07-20,10.0285,1306248,10.3114,10.3429,9.9971
"1185",2018-07-19,10.3429,1613533,10.2171,10.5315,9.9027
"1186",2018-07-18,10.28,1443021,10.4686,10.5598,10.1228
"1187",2018-07-17,10.5944,1042812,10.5315,10.7516,10.4057
"1188",2018-07-16,10.5001,1269857,10.783,10.8144,10.3743
"1189",2018-07-13,10.7201,1442776,10.7201,10.783,10.39
"1190",2018-07-12,10.6887,1898759,10.9402,11.0659,10.6258
"1191",2018-07-11,10.9402,1720502,10.9087,11.2231,10.7547
"1192",2018-07-10,10.9087,896837,10.8773,10.9402,10.6887
"1193",2018-07-09,10.783,1492809,10.9087,11.0659,10.6572
"1194",2018-07-06,10.8773,1729495,10.5315,10.9716,10.4875
"1195",2018-07-05,10.5629,1622161,10.0599,10.5944,10.0599
"1196",2018-07-03,9.9656,729271,10.0285,10.0285,9.7927
"1197",2018-07-02,9.9027,1158814,9.9656,9.9971,9.777
"1198",2018-06-29,9.9971,998843,10.1857,10.1857,9.9342
"1199",2018-06-28,10.1542,1088804,9.8399,10.1857,9.8399
"1200",2018-06-27,9.8084,1330029,9.9656,10.2486,9.7456
"1201",2018-06-26,9.9656,2194453,10.3743,10.3995,9.9027
"1202",2018-06-25,10.3743,1446801,10.4372,10.5001,10.1857
"1203",2018-06-22,10.4372,2293777,10.8459,10.9402,10.3429
"1204",2018-06-21,10.8144,2402827,10.6258,11.0345,10.5001
"1205",2018-06-20,10.4372,1601811,10.3429,10.5158,10.0599
"1206",2018-06-19,10.2171,982858,9.9971,10.2171,9.8556
"1207",2018-06-18,10.0599,1406415,9.777,10.1228,9.7456
"1208",2018-06-15,9.8084,1449920,9.9027,9.9342,9.6984
"1209",2018-06-14,9.9027,1296778,9.7141,9.9342,9.6512
"1210",2018-06-13,9.7141,1044211,10.0285,10.0285,9.667
"1211",2018-06-12,9.8399,1594722,9.3997,9.8713,9.3054
"1212",2018-06-11,9.3997,1593227,9.0854,9.5098,9.0854
"1213",2018-06-08,9.0854,1363914,9.1168,9.164,8.9565
"1214",2018-06-07,9.2111,1246459,9.2426,9.3526,9.1168
"1215",2018-06-06,9.2426,1399717,9.2426,9.274,9.0854
"1216",2018-06-05,9.274,1337644,9.1483,9.4155,9.0854
"1217",2018-06-04,9.1483,1409367,9.274,9.3683,9.0539
"1218",2018-06-01,9.3054,927492,9.3369,9.3997,9.1797
"1219",2018-05-31,9.3054,1007856,9.3369,9.3997,9.2111
"1220",2018-05-30,9.3369,1317563,9.1168,9.3997,9.0539
"1221",2018-05-29,9.0854,2353846,9.4312,9.4312,9.0225
"1222",2018-05-25,9.4626,1435363,9.5884,9.7613,9.3683
"1223",2018-05-24,9.5884,2143131,9.5569,9.7456,9.4626
"1224",2018-05-23,9.5569,1599097,9.8084,9.887,9.4941
"1225",2018-05-22,9.8084,1658532,10.1228,10.1857,9.777
"1226",2018-05-21,10.0914,1401689,10.1228,10.2171,9.9656
"1227",2018-05-18,10.1228,1468975,10.4372,10.5001,10.0285
"1228",2018-05-17,10.4372,853222,10.5001,10.6887,10.28
"1229",2018-05-16,10.4372,792752,10.3743,10.5315,10.3146
"1230",2018-05-15,10.4057,920073,10.3114,10.5001,10.2486
"1231",2018-05-14,10.3114,971819,10.28,10.4686,10.28
"1232",2018-05-11,10.2486,1084570,10.3743,10.4372,10.1228
"1233",2018-05-10,10.3429,1730171,10.1542,10.5944,10.1542
"1234",2018-05-09,10.0914,2264534,10.5315,10.5944,9.9971
"1235",2018-05-08,10.5629,4722445,11.0659,11.0659,10.3743
"1236",2018-05-07,10.8144,2531423,10.3429,10.9402,10.28
"1237",2018-05-04,10.2486,1590612,10.4057,10.5629,10.1542
"1238",2018-05-03,10.4057,1474164,10.3743,10.5315,10.2171
"1239",2018-05-02,10.3743,917226,10.3429,10.5944,10.28
"1240",2018-05-01,10.3114,2023619,10.9402,11.0628,10.2486
"1241",2018-04-30,10.9716,1075775,10.8459,11.0188,10.783
"1242",2018-04-27,10.8144,1163028,10.8144,11.0659,10.6887
"1243",2018-04-26,10.8144,873790,10.8459,11.0031,10.7516
"1244",2018-04-25,10.8459,1210046,10.8144,10.8773,10.6258
"1245",2018-04-24,10.8144,1030516,10.8773,10.8773,10.5629
"1246",2018-04-23,10.783,1200931,10.6887,11.0345,10.6258
"1247",2018-04-20,10.6887,2128508,10.9087,11.0031,10.5315
"1248",2018-04-19,10.8459,1587507,11.0974,11.286,10.783
"1249",2018-04-18,11.0345,1469183,11.0345,11.2231,10.8144
"1250",2018-04-17,10.9402,1546894,10.9402,11.1288,10.783
"1251",2018-04-16,10.783,1829704,10.783,11.0345,10.5944
"1252",2018-04-13,10.6572,1090795,10.4057,10.6887,10.2486
"1253",2018-04-12,10.3743,896474,10.5315,10.6258,10.3114
"1254",2018-04-11,10.5001,972681,10.5001,10.6887,10.4686
